prot_id,prot_len,prot_auc,prot_ap,prot_mcc,prot_acc,prot_pres,prot_spec,prot_sens,prot_f1,prot_conf,cutoff
P49599,388,0.939,0.574,0.478,0.959,0.5,0.978,0.5,0.5,"[[364   8]
 [  8   8]]",0.642
Q9M8R4,388,0.766,0.376,0.278,0.835,0.373,0.905,0.373,0.373,"[[305  32]
 [ 32  19]]",0.643
Q9S7E4,384,0.93,0.735,0.635,0.901,0.694,0.941,0.694,0.694,"[[303  19]
 [ 19  43]]",0.658
Q9BY41,377,0.78,0.511,0.322,0.761,0.477,0.845,0.477,0.477,"[[246  45]
 [ 45  41]]",0.661
Q84527,372,0.759,0.414,0.315,0.769,0.462,0.853,0.462,0.462,"[[249  43]
 [ 43  37]]",0.461
Q8IEW2,366,0.924,0.52,0.339,0.88,0.405,0.933,0.405,0.405,"[[307  22]
 [ 22  15]]",0.53
P36094,363,0.945,0.443,0.455,0.917,0.5,0.955,0.5,0.5,"[[318  15]
 [ 15  15]]",0.725
O29915,362,0.796,0.089,-0.04,0.923,0.0,0.96,0.0,0.0,"[[334  14]
 [ 14   0]]",0.756
Q13351,362,0.87,0.111,-0.028,0.945,0.0,0.972,0.0,0.0,"[[342  10]
 [ 10   0]]",0.73
B3PDE5,360,0.461,0.038,-0.043,0.917,0.0,0.957,0.0,0.0,"[[330  15]
 [ 15   0]]",0.698
Q94IF5,348,0.536,0.028,-0.024,0.954,0.0,0.976,0.0,0.0,"[[332   8]
 [  8   0]]",0.773
Q6Q0J0,345,0.839,0.29,0.249,0.954,0.273,0.976,0.273,0.273,"[[326   8]
 [  8   3]]",0.845
Q5SMC7,342,0.536,0.034,-0.027,0.947,0.0,0.973,0.0,0.0,"[[324   9]
 [  9   0]]",0.689
O95400,341,0.722,0.137,-0.018,0.842,0.069,0.913,0.069,0.069,"[[285  27]
 [ 27   2]]",0.673
C4YMW2,339,0.606,0.103,-0.056,0.835,0.034,0.91,0.034,0.034,"[[282  28]
 [ 28   1]]",0.755
Q8TBZ6,339,0.753,0.06,-0.024,0.953,0.0,0.976,0.0,0.0,"[[323   8]
 [  8   0]]",0.728
O95278,331,0.637,0.258,0.193,0.825,0.293,0.9,0.293,0.293,"[[261  29]
 [ 29  12]]",0.643
Q9NRQ2,329,0.577,0.032,-0.025,0.951,0.0,0.975,0.0,0.0,"[[313   8]
 [  8   0]]",0.561
G7K2D1,328,0.912,0.49,0.33,0.866,0.405,0.924,0.405,0.405,"[[269  22]
 [ 22  15]]",0.835
P77173,328,0.874,0.409,0.296,0.866,0.371,0.925,0.371,0.371,"[[271  22]
 [ 22  13]]",0.695
Q13227,327,0.943,0.523,0.329,0.927,0.368,0.961,0.368,0.368,"[[296  12]
 [ 12   7]]",0.789
Q9HV00,309,0.26,0.01,-0.013,0.974,0.0,0.987,0.0,0.0,"[[301   4]
 [  4   0]]",0.819
C9K1X5,307,0.861,0.471,0.467,0.909,0.517,0.95,0.517,0.517,"[[264  14]
 [ 14  15]]",0.673
A0QWG5,304,0.575,0.205,0.069,0.757,0.213,0.856,0.213,0.213,"[[220  37]
 [ 37  10]]",0.463
P20581,301,0.716,0.175,0.094,0.867,0.167,0.928,0.167,0.167,"[[257  20]
 [ 20   4]]",0.66
Q9UNP9,301,0.773,0.088,0.045,0.927,0.083,0.962,0.083,0.083,"[[278  11]
 [ 11   1]]",0.747
Q47212,300,0.298,0.063,-0.099,0.82,0.0,0.901,0.0,0.0,"[[246  27]
 [ 27   0]]",0.765
P45379,298,0.802,0.271,0.186,0.819,0.289,0.896,0.289,0.289,"[[233  27]
 [ 27  11]]",0.632
O74986,294,0.541,0.011,-0.007,0.986,0.0,0.993,0.0,0.0,"[[290   2]
 [  2   0]]",0.981
Q9C8L4,294,0.844,0.404,0.32,0.837,0.415,0.905,0.415,0.415,"[[229  24]
 [ 24  17]]",0.66
Q4WF29,292,0.895,0.62,0.527,0.884,0.595,0.932,0.595,0.595,"[[233  17]
 [ 17  25]]",0.758
P06229,291,0.653,0.249,0.068,0.718,0.241,0.827,0.241,0.241,"[[196  41]
 [ 41  13]]",0.541
C7MT25,287,0.863,0.472,0.469,0.909,0.519,0.95,0.519,0.519,"[[247  13]
 [ 13  14]]",0.689
P67087,286,0.79,0.501,0.423,0.818,0.536,0.887,0.536,0.536,"[[204  26]
 [ 26  30]]",0.626
P37551,285,0.714,0.406,0.209,0.74,0.373,0.836,0.373,0.373,"[[189  37]
 [ 37  22]]",0.669
V9P0A9,283,0.624,0.331,0.057,0.633,0.307,0.75,0.307,0.307,"[[156  52]
 [ 52  23]]",0.762
P11086,282,0.796,0.323,0.162,0.879,0.227,0.935,0.227,0.227,"[[243  17]
 [ 17   5]]",0.69
P29241,282,0.575,0.358,0.065,0.617,0.333,0.731,0.333,0.333,"[[147  54]
 [ 54  27]]",0.607
A0A223GEC9,274,0.708,0.315,0.217,0.759,0.365,0.851,0.365,0.365,"[[189  33]
 [ 33  19]]",0.656
Q9P7M3,271,0.367,0.069,-0.051,0.83,0.042,0.907,0.042,0.042,"[[224  23]
 [ 23   1]]",0.664
P13717,266,0.514,0.074,-0.081,0.85,0.0,0.919,0.0,0.0,"[[226  20]
 [ 20   0]]",0.766
P10746,265,0.538,0.045,-0.043,0.917,0.0,0.957,0.0,0.0,"[[243  11]
 [ 11   0]]",0.592
F6BCS4,263,0.852,0.732,0.534,0.787,0.699,0.835,0.699,0.699,"[[142  28]
 [ 28  65]]",0.707
Q8ZPX9,262,0.631,0.039,-0.023,0.954,0.0,0.977,0.0,0.0,"[[250   6]
 [  6   0]]",0.727
A0A010,260,0.856,0.738,0.494,0.792,0.64,0.854,0.64,0.64,"[[158  27]
 [ 27  48]]",0.587
O67757,248,0.715,0.528,0.299,0.758,0.455,0.845,0.455,0.455,"[[163  30]
 [ 30  25]]",0.447
Q0I165,236,0.958,0.655,0.639,0.949,0.667,0.972,0.667,0.667,"[[212   6]
 [  6  12]]",0.872
Q12163,236,0.935,0.79,0.656,0.915,0.706,0.95,0.706,0.706,"[[192  10]
 [ 10  24]]",0.676
O69245,232,0.839,0.598,0.428,0.853,0.514,0.914,0.514,0.514,"[[180  17]
 [ 17  18]]",0.86
O74859,232,0.612,0.177,0.081,0.793,0.2,0.881,0.2,0.2,"[[178  24]
 [ 24   6]]",0.796
P9WGX5,232,0.688,0.468,0.357,0.828,0.459,0.897,0.459,0.459,"[[175  20]
 [ 20  17]]",0.616
Q9XCC7,226,0.639,0.482,0.24,0.717,0.429,0.812,0.429,0.429,"[[138  32]
 [ 32  24]]",0.701
O25140,221,0.408,0.018,-0.018,0.964,0.0,0.982,0.0,0.0,"[[213   4]
 [  4   0]]",0.722
Q9BT30,221,0.816,0.402,0.34,0.891,0.4,0.94,0.4,0.4,"[[189  12]
 [ 12   8]]",0.796
A9CID8,217,0.877,0.719,0.557,0.88,0.629,0.929,0.629,0.629,"[[169  13]
 [ 13  22]]",0.704
Q8DWD0,217,0.929,0.636,0.578,0.917,0.625,0.953,0.625,0.625,"[[184   9]
 [  9  15]]",0.685
P30014,215,0.734,0.685,0.38,0.693,0.66,0.72,0.66,0.66,"[[85 33]
 [33 64]]",0.439
Q8A336,214,0.851,0.525,0.427,0.85,0.515,0.912,0.515,0.515,"[[165  16]
 [ 16  17]]",0.783
Q9BQB4,213,0.856,0.117,-0.029,0.944,0.0,0.971,0.0,0.0,"[[201   6]
 [  6   0]]",0.885
D9PY12,212,0.872,0.509,0.443,0.84,0.541,0.903,0.541,0.541,"[[158  17]
 [ 17  20]]",0.815
Q12285,212,0.868,0.701,0.637,0.84,0.757,0.88,0.757,0.757,"[[125  17]
 [ 17  53]]",0.636
Q8VSD5,212,0.795,0.286,0.211,0.877,0.278,0.933,0.278,0.278,"[[181  13]
 [ 13   5]]",0.793
P31340,211,0.534,0.052,-0.05,0.905,0.0,0.95,0.0,0.0,"[[191  10]
 [ 10   0]]",0.82
P9WK15,210,0.713,0.475,0.302,0.724,0.491,0.81,0.491,0.491,"[[124  29]
 [ 29  28]]",0.602
Q88CM1,207,0.727,0.494,0.296,0.71,0.5,0.796,0.5,0.5,"[[117  30]
 [ 30  30]]",0.625
A0A1Z1F9L9,205,0.47,0.275,-0.12,0.532,0.213,0.667,0.213,0.213,"[[96 48]
 [48 13]]",0.446
Q8Y9T5,205,0.751,0.4,0.176,0.727,0.349,0.827,0.349,0.349,"[[134  28]
 [ 28  15]]",0.606
Q9BUH6,204,0.835,0.486,0.357,0.843,0.448,0.909,0.448,0.448,"[[159  16]
 [ 16  13]]",0.701
P40080,203,0.721,0.142,-0.018,0.852,0.062,0.92,0.062,0.062,"[[172  15]
 [ 15   1]]",0.65
D0VWS5,201,0.664,0.097,0.025,0.891,0.083,0.942,0.083,0.083,"[[178  11]
 [ 11   1]]",0.697
P56162,201,0.886,0.57,0.49,0.9,0.545,0.944,0.545,0.545,"[[169  10]
 [ 10  12]]",0.748
O95147,198,0.75,0.038,-0.015,0.97,0.0,0.985,0.0,0.0,"[[192   3]
 [  3   0]]",0.718
O41136,197,0.607,0.111,-0.02,0.848,0.062,0.917,0.062,0.062,"[[166  15]
 [ 15   1]]",0.627
Q93RS6,190,0.57,0.11,-0.024,0.842,0.062,0.914,0.062,0.062,"[[159  15]
 [ 15   1]]",0.666
O75223,188,0.704,0.183,0.049,0.819,0.15,0.899,0.15,0.15,"[[151  17]
 [ 17   3]]",0.628
Q9NY25,188,0.832,0.55,0.454,0.777,0.611,0.843,0.611,0.611,"[[113  21]
 [ 21  33]]",0.368
P40029,184,0.773,0.133,0.154,0.913,0.2,0.954,0.2,0.2,"[[166   8]
 [  8   2]]",0.852
P22629,183,0.948,0.958,0.759,0.88,0.885,0.874,0.885,0.885,"[[76 11]
 [11 85]]",0.636
O25094,180,0.795,0.607,0.388,0.8,0.514,0.874,0.514,0.514,"[[125  18]
 [ 18  19]]",0.712
O00762,179,0.818,0.319,0.293,0.866,0.368,0.925,0.368,0.368,"[[148  12]
 [ 12   7]]",0.862
O60888,179,0.897,0.773,0.534,0.81,0.667,0.867,0.667,0.667,"[[111  17]
 [ 17  34]]",0.835
Q87W03,179,0.822,0.395,0.37,0.844,0.462,0.908,0.462,0.462,"[[139  14]
 [ 14  12]]",0.73
P9WQB5,177,0.753,0.66,0.288,0.684,0.525,0.763,0.525,0.525,"[[90 28]
 [28 31]]",0.89
O07747,176,0.884,0.404,0.351,0.875,0.421,0.93,0.421,0.421,"[[146  11]
 [ 11   8]]",0.597
Q55554,167,0.795,0.374,0.271,0.808,0.385,0.887,0.385,0.385,"[[125  16]
 [ 16  10]]",0.95
P01180,166,0.683,0.305,0.167,0.747,0.323,0.844,0.323,0.323,"[[114  21]
 [ 21  10]]",0.435
P16048,165,0.931,0.641,0.541,0.915,0.588,0.953,0.588,0.588,"[[141   7]
 [  7  10]]",0.885
Q7VYH2,160,0.404,0.431,-0.086,0.488,0.328,0.586,0.328,0.328,"[[58 41]
 [41 20]]",0.4
P23657,157,0.843,0.71,0.517,0.771,0.705,0.812,0.705,0.705,"[[78 18]
 [18 43]]",0.625
Q4KC91,156,0.725,0.277,0.163,0.782,0.292,0.871,0.292,0.292,"[[115  17]
 [ 17   7]]",0.76
P40515,155,0.76,0.396,0.204,0.716,0.389,0.815,0.389,0.389,"[[97 22]
 [22 14]]",0.696
Q57221,151,0.758,0.286,0.157,0.815,0.263,0.894,0.263,0.263,"[[118  14]
 [ 14   5]]",0.768
Q98IZ3,150,0.827,0.623,0.444,0.813,0.562,0.881,0.562,0.562,"[[104  14]
 [ 14  18]]",0.791
O33283,149,0.729,0.574,0.377,0.772,0.528,0.85,0.528,0.528,"[[96 17]
 [17 19]]",0.732
O31511,147,0.848,0.756,0.546,0.81,0.682,0.864,0.682,0.682,"[[89 14]
 [14 30]]",0.769
Q8XI95,147,0.792,0.48,0.281,0.755,0.438,0.843,0.438,0.438,"[[97 18]
 [18 14]]",0.622
Q9HU04,147,0.84,0.792,0.545,0.796,0.7,0.845,0.7,0.7,"[[82 15]
 [15 35]]",0.712
Q9HYC4,145,0.899,0.501,0.368,0.876,0.438,0.93,0.438,0.438,"[[120   9]
 [  9   7]]",0.775
F9USS0,144,0.741,0.325,0.331,0.833,0.429,0.902,0.429,0.429,"[[111  12]
 [ 12   9]]",0.805
Q3YPH0,143,0.548,0.108,-0.1,0.818,0.0,0.9,0.0,0.0,"[[117  13]
 [ 13   0]]",0.76
Q5LEL2,143,0.58,0.187,0.051,0.762,0.19,0.861,0.19,0.19,"[[105  17]
 [ 17   4]]",0.734
Q9JYH5,143,0.849,0.791,0.482,0.762,0.667,0.815,0.667,0.667,"[[75 17]
 [17 34]]",0.713
Q24570,138,0.631,0.073,-0.053,0.899,0.0,0.947,0.0,0.0,"[[124   7]
 [  7   0]]",0.623
Q8ZVX8,138,0.739,0.615,0.352,0.696,0.596,0.756,0.596,0.596,"[[65 21]
 [21 31]]",0.765
Q9I380,135,0.612,0.428,0.144,0.659,0.378,0.765,0.378,0.378,"[[75 23]
 [23 14]]",0.803
P38877,133,0.537,0.656,-0.04,0.489,0.547,0.414,0.547,0.547,"[[24 34]
 [34 41]]",0.836
P51460,131,0.939,0.726,0.682,0.878,0.765,0.918,0.765,0.765,"[[89  8]
 [ 8 26]]",0.732
Q663P0,130,0.24,0.01,-0.008,0.985,0.0,0.992,0.0,0.0,"[[128   1]
 [  1   0]]",0.863
B2TEV0,129,0.772,0.664,0.488,0.767,0.667,0.821,0.667,0.667,"[[69 15]
 [15 30]]",0.749
P13081,126,0.722,0.411,0.225,0.746,0.385,0.84,0.385,0.385,"[[84 16]
 [16 10]]",0.791
O68196,125,0.881,0.726,0.54,0.84,0.643,0.897,0.643,0.643,"[[87 10]
 [10 18]]",0.786
A1JSR8,120,0.427,0.331,-0.124,0.483,0.279,0.597,0.279,0.279,"[[46 31]
 [31 12]]",0.696
A9CIG0,116,0.922,0.1,-0.009,0.983,0.0,0.991,0.0,0.0,"[[114   1]
 [  1   0]]",0.903
Q53VW9,116,0.609,0.747,0.132,0.603,0.693,0.439,0.693,0.693,"[[18 23]
 [23 52]]",0.83
A0A0H3JPM4,114,0.955,0.75,0.452,0.912,0.5,0.952,0.5,0.5,"[[99  5]
 [ 5  5]]",0.732
Q9RHG4,114,0.745,0.859,0.38,0.754,0.831,0.548,0.831,0.831,"[[17 14]
 [14 69]]",0.494
Q8ML92,106,0.861,0.656,0.562,0.906,0.615,0.946,0.615,0.615,"[[88  5]
 [ 5  8]]",0.737
Q00459,103,0.582,0.542,0.149,0.592,0.488,0.661,0.488,0.488,"[[41 21]
 [21 20]]",0.798
Q47785,103,0.534,0.413,0.146,0.612,0.444,0.701,0.444,0.444,"[[47 20]
 [20 16]]",0.811
Q5LAZ3,99,0.85,0.546,0.516,0.838,0.619,0.897,0.619,0.619,"[[70  8]
 [ 8 13]]",0.827
Q6MX18,97,0.582,0.6,0.165,0.588,0.535,0.63,0.535,0.535,"[[34 20]
 [20 23]]",0.806
P78556,96,0.594,0.272,-0.086,0.604,0.174,0.74,0.174,0.174,"[[54 19]
 [19  4]]",0.843
Q5W1E8,96,0.872,0.764,0.657,0.875,0.739,0.918,0.739,0.739,"[[67  6]
 [ 6 17]]",0.788
F7YBW8,93,0.53,0.336,-0.132,0.505,0.233,0.635,0.233,0.233,"[[40 23]
 [23  7]]",0.956
O43504,91,0.725,0.775,0.252,0.626,0.614,0.638,0.614,0.614,"[[30 17]
 [17 27]]",0.771
L7N6F8,90,0.82,0.418,0.347,0.8,0.471,0.877,0.471,0.471,"[[64  9]
 [ 9  8]]",0.698
Q89VT6,90,0.836,0.482,0.52,0.867,0.6,0.92,0.6,0.6,"[[69  6]
 [ 6  9]]",0.755
A0QP50,87,0.737,0.799,0.384,0.701,0.745,0.639,0.745,0.745,"[[23 13]
 [13 38]]",0.832
Q1MVD4,82,0.744,0.726,0.365,0.683,0.675,0.69,0.675,0.675,"[[29 13]
 [13 27]]",0.799
P41784,80,0.649,0.77,0.189,0.625,0.706,0.483,0.706,0.706,"[[14 15]
 [15 36]]",0.741
Q889N2,80,0.662,0.628,0.175,0.6,0.515,0.66,0.515,0.515,"[[31 16]
 [16 17]]",0.738
Q7Y5B1,78,0.523,0.381,0.126,0.667,0.35,0.776,0.35,0.35,"[[45 13]
 [13  7]]",0.833
Q6Q546,73,0.707,0.333,0.358,0.836,0.455,0.903,0.455,0.455,"[[56  6]
 [ 6  5]]",0.801
P54494,71,0.673,0.297,0.11,0.718,0.286,0.825,0.286,0.286,"[[47 10]
 [10  4]]",0.8
