prot_id,prot_len,prot_auc,prot_ap,prot_mcc,prot_acc,prot_pres,prot_spec,prot_sens,prot_f1,prot_conf,cutoff
Q91UM2,218,0.63,0.377,0.084,0.642,0.328,0.756,0.328,0.328,"[[121  39]
 [ 39  19]]",0.597
A0PL01,161,0.703,0.571,0.278,0.665,0.542,0.735,0.542,0.542,"[[75 27]
 [27 32]]",0.682
Q9H1R3,596,0.883,0.12,0.083,0.946,0.111,0.972,0.111,0.111,"[[562  16]
 [ 16   2]]",0.613
Q72GF3,517,0.65,0.192,0.068,0.814,0.172,0.895,0.172,0.172,"[[411  48]
 [ 48  10]]",0.447
W6EQP0,501,0.598,0.284,-0.0,0.653,0.223,0.776,0.223,0.223,"[[302  87]
 [ 87  25]]",0.662
G3XP38,480,0.864,0.439,0.426,0.908,0.476,0.95,0.476,0.476,"[[416  22]
 [ 22  20]]",0.84
Q51782,407,0.551,0.1,-0.067,0.828,0.028,0.906,0.028,0.028,"[[336  35]
 [ 35   1]]",0.616
S7UWA0,399,0.68,0.036,-0.023,0.955,0.0,0.977,0.0,0.0,"[[381   9]
 [  9   0]]",0.7
Q95XC8,352,0.6,0.13,-0.104,0.773,0.024,0.871,0.024,0.024,"[[271  40]
 [ 40   1]]",0.665
P08921,344,0.924,0.734,0.651,0.872,0.735,0.916,0.735,0.735,"[[239  22]
 [ 22  61]]",0.415
A0A0F4FI39,334,0.446,0.027,-0.031,0.94,0.0,0.969,0.0,0.0,"[[314  10]
 [ 10   0]]",0.671
P0A3Q9,312,0.745,0.452,0.33,0.769,0.478,0.852,0.478,0.478,"[[207  36]
 [ 36  33]]",0.683
Q2G542,288,0.811,0.631,0.454,0.792,0.595,0.86,0.595,0.595,"[[184  30]
 [ 30  44]]",0.67
F9UST4,276,0.74,0.484,0.404,0.79,0.54,0.864,0.54,0.54,"[[184  29]
 [ 29  34]]",0.513
Q5SHU9,253,0.706,0.437,0.314,0.874,0.385,0.93,0.385,0.385,"[[211  16]
 [ 16  10]]",0.681
Q8TZY3,212,0.406,0.066,-0.087,0.84,0.0,0.913,0.0,0.0,"[[178  17]
 [ 17   0]]",0.701
Q9Z2X2,231,0.786,0.573,0.476,0.835,0.578,0.898,0.578,0.578,"[[167  19]
 [ 19  26]]",0.591
P14831,217,0.813,0.307,0.284,0.908,0.333,0.95,0.333,0.333,"[[192  10]
 [ 10   5]]",0.721
A0A0H2VDD2,207,0.634,0.087,-0.04,0.923,0.0,0.96,0.0,0.0,"[[191   8]
 [  8   0]]",0.734
O33927,197,0.857,0.3,0.266,0.878,0.333,0.933,0.333,0.333,"[[167  12]
 [ 12   6]]",0.737
D0CY60,192,0.768,0.268,0.407,0.958,0.429,0.978,0.429,0.429,"[[181   4]
 [  4   3]]",0.777
P10109,184,0.935,0.473,0.536,0.935,0.571,0.965,0.571,0.571,"[[164   6]
 [  6   8]]",0.763
C0JWR6,170,0.733,0.336,0.192,0.847,0.278,0.914,0.278,0.278,"[[139  13]
 [ 13   5]]",0.66
Q15388,145,0.554,0.045,-0.036,0.931,0.0,0.964,0.0,0.0,"[[135   5]
 [  5   0]]",0.785
E1BSW7,139,0.836,0.691,0.473,0.755,0.667,0.807,0.667,0.667,"[[71 17]
 [17 34]]",0.755
Q7A189,109,0.375,0.096,-0.135,0.761,0.0,0.865,0.0,0.0,"[[83 13]
 [13  0]]",0.75
P0A734,88,0.647,0.483,0.106,0.636,0.36,0.746,0.36,0.36,"[[47 16]
 [16  9]]",0.78
P23945,695,0.818,0.177,0.151,0.899,0.205,0.946,0.205,0.205,"[[616  35]
 [ 35   9]]",0.442
O75807,674,0.949,0.34,0.261,0.976,0.273,0.988,0.273,0.273,"[[655   8]
 [  8   3]]",0.698
Q9BTE3,642,0.284,0.006,-0.008,0.984,0.0,0.992,0.0,0.0,"[[632   5]
 [  5   0]]",0.637
P37090,638,0.45,0.009,-0.009,0.981,0.0,0.991,0.0,0.0,"[[626   6]
 [  6   0]]",0.639
P46075,634,0.779,0.416,0.321,0.849,0.407,0.913,0.407,0.407,"[[505  48]
 [ 48  33]]",0.486
Q87SR8,626,0.905,0.146,-0.025,0.952,0.0,0.975,0.0,0.0,"[[596  15]
 [ 15   0]]",0.671
Q9Y5P4,624,0.789,0.07,-0.03,0.942,0.0,0.97,0.0,0.0,"[[588  18]
 [ 18   0]]",0.685
P06601,613,0.94,0.168,0.065,0.964,0.083,0.982,0.083,0.083,"[[590  11]
 [ 11   1]]",0.684
Q38846,613,0.813,0.177,0.065,0.873,0.133,0.931,0.133,0.133,"[[529  39]
 [ 39   6]]",0.521
D9SIP4,595,0.718,0.191,0.059,0.896,0.114,0.945,0.114,0.114,"[[529  31]
 [ 31   4]]",0.563
D3GUV9,576,0.738,0.078,0.068,0.938,0.1,0.968,0.1,0.1,"[[538  18]
 [ 18   2]]",0.468
P37173,567,0.782,0.116,0.166,0.968,0.182,0.984,0.182,0.182,"[[547   9]
 [  9   2]]",0.525
Q9Y6K8,562,0.49,0.07,-0.081,0.851,0.0,0.919,0.0,0.0,"[[478  42]
 [ 42   0]]",0.501
P34913,555,0.471,0.028,-0.03,0.942,0.0,0.97,0.0,0.0,"[[523  16]
 [ 16   0]]",0.48
Q9BZE9,553,0.777,0.268,0.179,0.87,0.25,0.929,0.25,0.25,"[[469  36]
 [ 36  12]]",0.597
P02836,552,0.921,0.375,0.452,0.971,0.467,0.985,0.467,0.467,"[[529   8]
 [  8   7]]",0.623
Q5TKA1,542,0.761,0.137,-0.019,0.867,0.053,0.929,0.053,0.053,"[[468  36]
 [ 36   2]]",0.524
A0A109PTH9,528,0.608,0.106,0.054,0.955,0.077,0.977,0.077,0.077,"[[503  12]
 [ 12   1]]",0.624
Q99593,518,0.826,0.109,0.137,0.942,0.167,0.97,0.167,0.167,"[[485  15]
 [ 15   3]]",0.685
Q9H0F5,515,0.91,0.137,-0.028,0.946,0.0,0.972,0.0,0.0,"[[487  14]
 [ 14   0]]",0.594
O69787,512,0.709,0.21,0.132,0.875,0.2,0.932,0.2,0.2,"[[440  32]
 [ 32   8]]",0.732
P11349,512,0.604,0.393,0.086,0.59,0.397,0.689,0.397,0.397,"[[233 105]
 [105  69]]",0.597
P15289,507,0.771,0.029,-0.01,0.98,0.0,0.99,0.0,0.0,"[[497   5]
 [  5   0]]",0.698
Q99FX5,496,0.634,0.018,-0.012,0.976,0.0,0.988,0.0,0.0,"[[484   6]
 [  6   0]]",0.557
P09167,493,0.751,0.302,0.277,0.85,0.362,0.915,0.362,0.362,"[[398  37]
 [ 37  21]]",0.602
O60016,490,0.72,0.034,-0.019,0.963,0.0,0.981,0.0,0.0,"[[472   9]
 [  9   0]]",0.688
P16778,487,0.227,0.005,-0.006,0.988,0.0,0.994,0.0,0.0,"[[481   3]
 [  3   0]]",0.545
Q9BZI7,483,0.942,0.398,0.298,0.934,0.333,0.965,0.333,0.333,"[[443  16]
 [ 16   8]]",0.672
Q5SM28,477,0.775,0.352,0.247,0.811,0.357,0.889,0.357,0.357,"[[362  45]
 [ 45  25]]",0.676
P17901,475,0.849,0.116,0.043,0.945,0.071,0.972,0.071,0.071,"[[448  13]
 [ 13   1]]",0.613
Q01786,466,0.529,0.005,-0.002,0.996,0.0,0.998,0.0,0.0,"[[464   1]
 [  1   0]]",0.68
Q15208,465,0.149,0.013,-0.022,0.957,0.0,0.978,0.0,0.0,"[[445  10]
 [ 10   0]]",0.695
Q16790,459,0.795,0.383,0.282,0.8,0.403,0.88,0.403,0.403,"[[336  46]
 [ 46  31]]",0.612
Q9H7Z6,458,0.652,0.212,0.092,0.782,0.219,0.873,0.219,0.219,"[[344  50]
 [ 50  14]]",0.567
B8HDZ1,445,0.815,0.7,0.419,0.73,0.632,0.787,0.632,0.632,"[[222  60]
 [ 60 103]]",0.557
Q7Z6B0,441,0.692,0.034,-0.021,0.959,0.0,0.979,0.0,0.0,"[[423   9]
 [  9   0]]",0.745
Q99538,433,0.881,0.405,0.426,0.921,0.469,0.958,0.469,0.469,"[[384  17]
 [ 17  15]]",0.668
P0A6H1,424,0.912,0.3,0.205,0.915,0.25,0.955,0.25,0.25,"[[382  18]
 [ 18   6]]",0.534
Q9XVS8,421,0.845,0.316,0.2,0.872,0.27,0.93,0.27,0.27,"[[357  27]
 [ 27  10]]",0.685
A3DBG4,419,0.459,0.042,-0.05,0.905,0.0,0.95,0.0,0.0,"[[379  20]
 [ 20   0]]",0.597
O14733,419,0.234,0.019,-0.029,0.943,0.0,0.971,0.0,0.0,"[[395  12]
 [ 12   0]]",0.63
Q4WQS0,406,0.665,0.057,-0.03,0.941,0.0,0.97,0.0,0.0,"[[382  12]
 [ 12   0]]",0.68
G4RIN4,401,0.656,0.079,0.011,0.915,0.056,0.956,0.056,0.056,"[[366  17]
 [ 17   1]]",0.576
P15529,392,0.798,0.101,-0.045,0.913,0.0,0.955,0.0,0.0,"[[358  17]
 [ 17   0]]",0.62
Q3U4G3,392,0.907,0.228,0.384,0.969,0.4,0.984,0.4,0.4,"[[376   6]
 [  6   4]]",0.645
O25175,389,0.443,0.044,-0.051,0.902,0.0,0.949,0.0,0.0,"[[351  19]
 [ 19   0]]",0.474
P49599,388,0.923,0.451,0.413,0.954,0.438,0.976,0.438,0.438,"[[363   9]
 [  9   7]]",0.65
Q9M8R4,388,0.759,0.359,0.278,0.835,0.373,0.905,0.373,0.373,"[[305  32]
 [ 32  19]]",0.659
Q9S7E4,384,0.923,0.705,0.596,0.891,0.661,0.935,0.661,0.661,"[[301  21]
 [ 21  41]]",0.668
Q9BY41,377,0.766,0.478,0.337,0.767,0.488,0.849,0.488,0.488,"[[247  44]
 [ 44  42]]",0.66
Q84527,372,0.752,0.446,0.299,0.763,0.45,0.849,0.45,0.45,"[[248  44]
 [ 44  36]]",0.559
Q8IEW2,366,0.937,0.602,0.489,0.907,0.541,0.948,0.541,0.541,"[[312  17]
 [ 17  20]]",0.536
P36094,363,0.945,0.482,0.455,0.917,0.5,0.955,0.5,0.5,"[[318  15]
 [ 15  15]]",0.728
O29915,362,0.691,0.06,-0.04,0.923,0.0,0.96,0.0,0.0,"[[334  14]
 [ 14   0]]",0.73
Q13351,362,0.838,0.085,-0.028,0.945,0.0,0.972,0.0,0.0,"[[342  10]
 [ 10   0]]",0.723
B3PDE5,360,0.316,0.03,-0.043,0.917,0.0,0.957,0.0,0.0,"[[330  15]
 [ 15   0]]",0.663
Q94IF5,348,0.636,0.035,-0.024,0.954,0.0,0.976,0.0,0.0,"[[332   8]
 [  8   0]]",0.715
Q6Q0J0,345,0.821,0.178,0.155,0.948,0.182,0.973,0.182,0.182,"[[325   9]
 [  9   2]]",0.722
Q5SMC7,342,0.528,0.029,-0.027,0.947,0.0,0.973,0.0,0.0,"[[324   9]
 [  9   0]]",0.674
O95400,341,0.757,0.161,0.02,0.848,0.103,0.917,0.103,0.103,"[[286  26]
 [ 26   3]]",0.64
C4YMW2,339,0.688,0.227,0.095,0.858,0.172,0.923,0.172,0.172,"[[286  24]
 [ 24   5]]",0.683
Q8TBZ6,339,0.799,0.078,-0.024,0.953,0.0,0.976,0.0,0.0,"[[323   8]
 [  8   0]]",0.687
O95278,331,0.578,0.199,0.165,0.819,0.268,0.897,0.268,0.268,"[[260  30]
 [ 30  11]]",0.602
Q9NRQ2,329,0.6,0.033,-0.025,0.951,0.0,0.975,0.0,0.0,"[[313   8]
 [  8   0]]",0.552
G7K2D1,328,0.893,0.524,0.36,0.872,0.432,0.928,0.432,0.432,"[[270  21]
 [ 21  16]]",0.777
P77173,328,0.9,0.512,0.36,0.878,0.429,0.932,0.429,0.429,"[[273  20]
 [ 20  15]]",0.673
Q13227,327,0.94,0.499,0.441,0.939,0.474,0.968,0.474,0.474,"[[298  10]
 [ 10   9]]",0.715
Q9HV00,309,0.307,0.011,-0.013,0.974,0.0,0.987,0.0,0.0,"[[301   4]
 [  4   0]]",0.739
C9K1X5,307,0.865,0.427,0.429,0.902,0.483,0.946,0.483,0.483,"[[263  15]
 [ 15  14]]",0.643
A0QWG5,304,0.655,0.286,0.094,0.763,0.234,0.86,0.234,0.234,"[[221  36]
 [ 36  11]]",0.486
P20581,301,0.613,0.119,0.049,0.86,0.125,0.924,0.125,0.125,"[[256  21]
 [ 21   3]]",0.652
Q9UNP9,301,0.683,0.079,-0.042,0.92,0.0,0.958,0.0,0.0,"[[277  12]
 [ 12   0]]",0.713
Q47212,300,0.328,0.065,-0.099,0.82,0.0,0.901,0.0,0.0,"[[246  27]
 [ 27   0]]",0.687
P45379,298,0.832,0.32,0.216,0.826,0.316,0.9,0.316,0.316,"[[234  26]
 [ 26  12]]",0.663
O74986,294,0.481,0.01,-0.007,0.986,0.0,0.993,0.0,0.0,"[[290   2]
 [  2   0]]",0.897
Q9C8L4,294,0.826,0.406,0.32,0.837,0.415,0.905,0.415,0.415,"[[229  24]
 [ 24  17]]",0.665
Q4WF29,292,0.896,0.592,0.499,0.877,0.571,0.928,0.571,0.571,"[[232  18]
 [ 18  24]]",0.696
P06229,291,0.626,0.254,0.113,0.732,0.278,0.835,0.278,0.278,"[[198  39]
 [ 39  15]]",0.582
C7MT25,287,0.834,0.453,0.346,0.889,0.407,0.938,0.407,0.407,"[[244  16]
 [ 16  11]]",0.668
P67087,286,0.774,0.534,0.378,0.804,0.5,0.878,0.5,0.5,"[[202  28]
 [ 28  28]]",0.644
P37551,285,0.714,0.401,0.209,0.74,0.373,0.836,0.373,0.373,"[[189  37]
 [ 37  22]]",0.656
V9P0A9,283,0.622,0.32,0.02,0.618,0.28,0.74,0.28,0.28,"[[154  54]
 [ 54  21]]",0.679
P11086,282,0.754,0.192,0.162,0.879,0.227,0.935,0.227,0.227,"[[243  17]
 [ 17   5]]",0.653
P29241,282,0.6,0.364,0.082,0.624,0.346,0.736,0.346,0.346,"[[148  53]
 [ 53  28]]",0.575
A0A223GEC9,274,0.689,0.3,0.146,0.737,0.308,0.838,0.308,0.308,"[[186  36]
 [ 36  16]]",0.662
Q9P7M3,271,0.447,0.081,-0.051,0.83,0.042,0.907,0.042,0.042,"[[224  23]
 [ 23   1]]",0.642
P13717,266,0.574,0.084,-0.081,0.85,0.0,0.919,0.0,0.0,"[[226  20]
 [ 20   0]]",0.697
P10746,265,0.651,0.062,-0.043,0.917,0.0,0.957,0.0,0.0,"[[243  11]
 [ 11   0]]",0.57
F6BCS4,263,0.81,0.684,0.418,0.734,0.624,0.794,0.624,0.624,"[[135  35]
 [ 35  58]]",0.69
Q8ZPX9,262,0.703,0.046,-0.023,0.954,0.0,0.977,0.0,0.0,"[[250   6]
 [  6   0]]",0.677
A0A010,260,0.852,0.735,0.513,0.8,0.653,0.859,0.653,0.653,"[[159  26]
 [ 26  49]]",0.547
O67757,248,0.721,0.466,0.182,0.718,0.364,0.819,0.364,0.364,"[[158  35]
 [ 35  20]]",0.565
Q0I165,236,0.945,0.614,0.519,0.932,0.556,0.963,0.556,0.556,"[[210   8]
 [  8  10]]",0.803
Q12163,236,0.959,0.824,0.622,0.907,0.676,0.946,0.676,0.676,"[[191  11]
 [ 11  23]]",0.693
O69245,232,0.842,0.664,0.462,0.862,0.543,0.919,0.543,0.543,"[[181  16]
 [ 16  19]]",0.789
O74859,232,0.55,0.133,-0.149,0.741,0.0,0.851,0.0,0.0,"[[172  30]
 [ 30   0]]",0.7
P9WGX5,232,0.588,0.333,0.196,0.784,0.324,0.872,0.324,0.324,"[[170  25]
 [ 25  12]]",0.648
Q9XCC7,226,0.598,0.428,0.145,0.681,0.357,0.788,0.357,0.357,"[[134  36]
 [ 36  20]]",0.673
O25140,221,0.445,0.019,-0.018,0.964,0.0,0.982,0.0,0.0,"[[213   4]
 [  4   0]]",0.701
Q9BT30,221,0.843,0.369,0.395,0.9,0.45,0.945,0.45,0.45,"[[190  11]
 [ 11   9]]",0.686
A9CID8,217,0.85,0.694,0.659,0.908,0.714,0.945,0.714,0.714,"[[172  10]
 [ 10  25]]",0.674
Q8DWD0,217,0.919,0.652,0.672,0.935,0.708,0.964,0.708,0.708,"[[186   7]
 [  7  17]]",0.675
P30014,215,0.767,0.7,0.38,0.693,0.66,0.72,0.66,0.66,"[[85 33]
 [33 64]]",0.522
Q8A336,214,0.846,0.531,0.427,0.85,0.515,0.912,0.515,0.515,"[[165  16]
 [ 16  17]]",0.711
Q9BQB4,213,0.826,0.086,-0.029,0.944,0.0,0.971,0.0,0.0,"[[201   6]
 [  6   0]]",0.785
D9PY12,212,0.875,0.532,0.476,0.849,0.568,0.909,0.568,0.568,"[[159  16]
 [ 16  21]]",0.744
Q12285,212,0.897,0.752,0.637,0.84,0.757,0.88,0.757,0.757,"[[125  17]
 [ 17  53]]",0.645
Q8VSD5,212,0.824,0.28,0.211,0.877,0.278,0.933,0.278,0.278,"[[181  13]
 [ 13   5]]",0.702
P31340,211,0.58,0.069,0.055,0.915,0.1,0.955,0.1,0.1,"[[192   9]
 [  9   1]]",0.756
P9WK15,210,0.664,0.391,0.133,0.657,0.368,0.765,0.368,0.368,"[[117  36]
 [ 36  21]]",0.607
Q88CM1,207,0.707,0.505,0.249,0.691,0.467,0.782,0.467,0.467,"[[115  32]
 [ 32  28]]",0.649
A0A1Z1F9L9,205,0.449,0.265,-0.144,0.522,0.197,0.66,0.197,0.197,"[[95 49]
 [49 12]]",0.573
Q8Y9T5,205,0.684,0.301,-0.001,0.668,0.209,0.79,0.209,0.209,"[[128  34]
 [ 34   9]]",0.632
Q9BUH6,204,0.821,0.398,0.317,0.833,0.414,0.903,0.414,0.414,"[[158  17]
 [ 17  12]]",0.673
P40080,203,0.678,0.126,-0.018,0.852,0.062,0.92,0.062,0.062,"[[172  15]
 [ 15   1]]",0.675
D0VWS5,201,0.714,0.107,-0.063,0.881,0.0,0.937,0.0,0.0,"[[177  12]
 [ 12   0]]",0.686
P56162,201,0.871,0.595,0.49,0.9,0.545,0.944,0.545,0.545,"[[169  10]
 [ 10  12]]",0.701
O95147,198,0.668,0.029,-0.015,0.97,0.0,0.985,0.0,0.0,"[[192   3]
 [  3   0]]",0.701
O41136,197,0.501,0.095,0.116,0.868,0.188,0.928,0.188,0.188,"[[168  13]
 [ 13   3]]",0.636
Q93RS6,190,0.623,0.121,0.045,0.853,0.125,0.92,0.125,0.125,"[[160  14]
 [ 14   2]]",0.664
O75223,188,0.662,0.178,-0.007,0.809,0.1,0.893,0.1,0.1,"[[150  18]
 [ 18   2]]",0.655
Q9NY25,188,0.843,0.569,0.428,0.766,0.593,0.836,0.593,0.593,"[[112  22]
 [ 22  32]]",0.547
P40029,184,0.798,0.297,0.26,0.924,0.3,0.96,0.3,0.3,"[[167   7]
 [  7   3]]",0.773
P22629,183,0.943,0.952,0.759,0.88,0.885,0.874,0.885,0.885,"[[76 11]
 [11 85]]",0.664
O25094,180,0.747,0.531,0.354,0.789,0.486,0.867,0.486,0.486,"[[124  19]
 [ 19  18]]",0.685
O00762,179,0.796,0.267,0.235,0.855,0.316,0.919,0.316,0.316,"[[147  13]
 [ 13   6]]",0.791
O60888,179,0.9,0.772,0.589,0.832,0.706,0.883,0.706,0.706,"[[113  15]
 [ 15  36]]",0.763
Q87W03,179,0.864,0.461,0.415,0.855,0.5,0.915,0.5,0.5,"[[140  13]
 [ 13  13]]",0.698
P9WQB5,177,0.69,0.593,0.237,0.661,0.492,0.746,0.492,0.492,"[[88 30]
 [30 29]]",0.844
O07747,176,0.849,0.433,0.292,0.864,0.368,0.924,0.368,0.368,"[[145  12]
 [ 12   7]]",0.627
Q55554,167,0.816,0.395,0.317,0.82,0.423,0.894,0.423,0.423,"[[126  15]
 [ 15  11]]",0.873
P01180,166,0.698,0.299,0.048,0.711,0.226,0.822,0.226,0.226,"[[111  24]
 [ 24   7]]",0.579
P16048,165,0.886,0.617,0.607,0.927,0.647,0.959,0.647,0.647,"[[142   6]
 [  6  11]]",0.814
Q7VYH2,160,0.412,0.373,-0.086,0.488,0.328,0.586,0.328,0.328,"[[58 41]
 [41 20]]",0.569
P23657,157,0.776,0.67,0.41,0.72,0.639,0.771,0.639,0.639,"[[74 22]
 [22 39]]",0.656
Q4KC91,156,0.789,0.379,0.36,0.833,0.458,0.902,0.458,0.458,"[[119  13]
 [ 13  11]]",0.698
P40515,155,0.781,0.422,0.24,0.729,0.417,0.824,0.417,0.417,"[[98 21]
 [21 15]]",0.669
Q57221,151,0.843,0.524,0.518,0.894,0.579,0.939,0.579,0.579,"[[124   8]
 [  8  11]]",0.702
Q98IZ3,150,0.815,0.548,0.404,0.8,0.531,0.873,0.531,0.531,"[[103  15]
 [ 15  17]]",0.713
O33283,149,0.74,0.624,0.414,0.785,0.556,0.858,0.556,0.556,"[[97 16]
 [16 20]]",0.684
O31511,147,0.789,0.651,0.481,0.782,0.636,0.845,0.636,0.636,"[[87 16]
 [16 28]]",0.737
Q8XI95,147,0.82,0.53,0.361,0.782,0.5,0.861,0.5,0.5,"[[99 16]
 [16 16]]",0.67
Q9HU04,147,0.832,0.775,0.515,0.782,0.68,0.835,0.68,0.68,"[[81 16]
 [16 34]]",0.721
Q9HYC4,145,0.863,0.368,0.227,0.848,0.312,0.915,0.312,0.312,"[[118  11]
 [ 11   5]]",0.694
F9USS0,144,0.672,0.263,0.164,0.792,0.286,0.878,0.286,0.286,"[[108  15]
 [ 15   6]]",0.727
Q3YPH0,143,0.659,0.159,0.069,0.846,0.154,0.915,0.154,0.154,"[[119  11]
 [ 11   2]]",0.712
Q5LEL2,143,0.486,0.156,-0.116,0.72,0.048,0.836,0.048,0.048,"[[102  20]
 [ 20   1]]",0.684
Q9JYH5,143,0.83,0.74,0.39,0.72,0.608,0.783,0.608,0.608,"[[72 20]
 [20 31]]",0.682
Q24570,138,0.491,0.053,-0.053,0.899,0.0,0.947,0.0,0.0,"[[124   7]
 [  7   0]]",0.693
Q8ZVX8,138,0.703,0.586,0.321,0.681,0.577,0.744,0.577,0.577,"[[64 22]
 [22 30]]",0.711
Q9I380,135,0.659,0.453,0.181,0.674,0.405,0.776,0.405,0.405,"[[76 22]
 [22 15]]",0.704
P38877,133,0.466,0.529,-0.101,0.459,0.52,0.379,0.52,0.52,"[[22 36]
 [36 39]]",0.745
P51460,131,0.935,0.716,0.682,0.878,0.765,0.918,0.765,0.765,"[[89  8]
 [ 8 26]]",0.715
Q663P0,130,0.55,0.017,-0.008,0.985,0.0,0.992,0.0,0.0,"[[128   1]
 [  1   0]]",0.796
B2TEV0,129,0.77,0.649,0.386,0.721,0.6,0.786,0.6,0.6,"[[66 18]
 [18 27]]",0.697
P13081,126,0.651,0.371,0.225,0.746,0.385,0.84,0.385,0.385,"[[84 16]
 [16 10]]",0.717
O68196,125,0.873,0.726,0.586,0.856,0.679,0.907,0.679,0.679,"[[88  9]
 [ 9 19]]",0.719
A1JSR8,120,0.421,0.358,-0.196,0.45,0.233,0.571,0.233,0.233,"[[44 33]
 [33 10]]",0.678
A9CIG0,116,0.678,0.026,-0.009,0.983,0.0,0.991,0.0,0.0,"[[114   1]
 [  1   0]]",0.793
Q53VW9,116,0.616,0.772,0.17,0.621,0.707,0.463,0.707,0.707,"[[19 22]
 [22 53]]",0.77
A0A0H3JPM4,114,0.939,0.732,0.671,0.947,0.7,0.971,0.7,0.7,"[[101   3]
 [  3   7]]",0.691
Q9RHG4,114,0.757,0.88,0.424,0.772,0.843,0.581,0.843,0.843,"[[18 13]
 [13 70]]",0.645
Q8ML92,106,0.84,0.572,0.386,0.868,0.462,0.925,0.462,0.462,"[[86  7]
 [ 7  6]]",0.724
Q00459,103,0.609,0.614,0.19,0.612,0.512,0.677,0.512,0.512,"[[42 20]
 [20 21]]",0.742
Q47785,103,0.578,0.446,0.061,0.573,0.389,0.672,0.389,0.389,"[[45 22]
 [22 14]]",0.711
Q5LAZ3,99,0.901,0.605,0.516,0.838,0.619,0.897,0.619,0.619,"[[70  8]
 [ 8 13]]",0.727
Q6MX18,97,0.553,0.577,0.081,0.546,0.488,0.593,0.488,0.488,"[[32 22]
 [22 21]]",0.759
P78556,96,0.581,0.295,-0.086,0.604,0.174,0.74,0.174,0.174,"[[54 19]
 [19  4]]",0.758
Q5W1E8,96,0.868,0.726,0.6,0.854,0.696,0.904,0.696,0.696,"[[66  7]
 [ 7 16]]",0.747
F7YBW8,93,0.532,0.342,-0.033,0.548,0.3,0.667,0.3,0.3,"[[42 21]
 [21  9]]",0.844
O43504,91,0.709,0.759,0.384,0.692,0.682,0.702,0.682,0.682,"[[33 14]
 [14 30]]",0.732
L7N6F8,90,0.815,0.398,0.275,0.778,0.412,0.863,0.412,0.412,"[[63 10]
 [10  7]]",0.729
Q89VT6,90,0.882,0.516,0.36,0.822,0.467,0.893,0.467,0.467,"[[67  8]
 [ 8  7]]",0.744
A0QP50,87,0.692,0.772,0.289,0.655,0.706,0.583,0.706,0.706,"[[21 15]
 [15 36]]",0.767
Q1MVD4,82,0.701,0.659,0.365,0.683,0.675,0.69,0.675,0.675,"[[29 13]
 [13 27]]",0.703
P41784,80,0.694,0.718,0.405,0.725,0.784,0.621,0.784,0.784,"[[18 11]
 [11 40]]",0.71
Q889N2,80,0.694,0.655,0.175,0.6,0.515,0.66,0.515,0.515,"[[31 16]
 [16 17]]",0.706
Q7Y5B1,78,0.71,0.472,0.193,0.692,0.4,0.793,0.4,0.4,"[[46 12]
 [12  8]]",0.769
Q6Q546,73,0.771,0.626,0.465,0.863,0.545,0.919,0.545,0.545,"[[57  5]
 [ 5  6]]",0.758
P54494,71,0.668,0.296,0.199,0.746,0.357,0.842,0.357,0.357,"[[48  9]
 [ 9  5]]",0.766
