prot_id,prot_len,prot_auc,prot_ap,prot_mcc,prot_acc,prot_pres,prot_spec,prot_sens,prot_f1,prot_conf,cutoff
W6EQP0,501,0.624,0.267,0.034,0.665,0.25,0.784,0.25,0.25,"[[305  84]
 [ 84  28]]",0.91
G3XP38,480,0.871,0.349,0.322,0.892,0.381,0.941,0.381,0.381,"[[412  26]
 [ 26  16]]",0.953
Q51782,407,0.629,0.136,-0.036,0.833,0.056,0.908,0.056,0.056,"[[337  34]
 [ 34   2]]",0.911
S7UWA0,399,0.669,0.036,-0.023,0.955,0.0,0.977,0.0,0.0,"[[381   9]
 [  9   0]]",0.929
Q95XC8,352,0.751,0.217,0.117,0.818,0.22,0.897,0.22,0.22,"[[279  32]
 [ 32   9]]",0.914
P08921,344,0.918,0.751,0.651,0.872,0.735,0.916,0.735,0.735,"[[239  22]
 [ 22  61]]",0.568
A0A0F4FI39,334,0.511,0.032,-0.031,0.94,0.0,0.969,0.0,0.0,"[[314  10]
 [ 10   0]]",0.926
P0A3Q9,312,0.733,0.46,0.312,0.763,0.464,0.848,0.464,0.464,"[[206  37]
 [ 37  32]]",0.907
Q2G542,288,0.781,0.627,0.436,0.785,0.581,0.855,0.581,0.581,"[[183  31]
 [ 31  43]]",0.897
F9UST4,276,0.764,0.531,0.465,0.812,0.587,0.878,0.587,0.587,"[[187  26]
 [ 26  37]]",0.861
Q5SHU9,253,0.704,0.286,0.314,0.874,0.385,0.93,0.385,0.385,"[[211  16]
 [ 16  10]]",0.933
Q8TZY3,212,0.455,0.073,-0.087,0.84,0.0,0.913,0.0,0.0,"[[178  17]
 [ 17   0]]",0.931
Q9Z2X2,231,0.835,0.557,0.393,0.81,0.511,0.882,0.511,0.511,"[[164  22]
 [ 22  23]]",0.869
P14831,217,0.92,0.517,0.499,0.935,0.533,0.965,0.533,0.533,"[[195   7]
 [  7   8]]",0.923
A0A0H2VDD2,207,0.497,0.059,0.09,0.932,0.125,0.965,0.125,0.125,"[[192   7]
 [  7   1]]",0.93
O33927,197,0.846,0.345,0.266,0.878,0.333,0.933,0.333,0.333,"[[167  12]
 [ 12   6]]",0.948
D0CY60,192,0.728,0.124,0.11,0.938,0.143,0.968,0.143,0.143,"[[179   6]
 [  6   1]]",0.94
P10109,184,0.968,0.684,0.613,0.946,0.643,0.971,0.643,0.643,"[[165   5]
 [  5   9]]",0.934
C0JWR6,170,0.598,0.164,0.13,0.835,0.222,0.908,0.222,0.222,"[[138  14]
 [ 14   4]]",0.865
Q15388,145,0.371,0.032,-0.036,0.931,0.0,0.964,0.0,0.0,"[[135   5]
 [  5   0]]",0.947
E1BSW7,139,0.844,0.726,0.412,0.727,0.627,0.784,0.627,0.627,"[[69 19]
 [19 32]]",0.942
Q7A189,109,0.628,0.16,-0.048,0.78,0.077,0.875,0.077,0.077,"[[84 12]
 [12  1]]",0.922
P0A734,88,0.636,0.358,-0.006,0.591,0.28,0.714,0.28,0.28,"[[45 18]
 [18  7]]",0.939
P23945,695,0.804,0.182,0.151,0.899,0.205,0.946,0.205,0.205,"[[616  35]
 [ 35   9]]",0.891
O75807,674,0.905,0.084,0.076,0.97,0.091,0.985,0.091,0.091,"[[653  10]
 [ 10   1]]",0.904
Q9BTE3,642,0.177,0.005,-0.008,0.984,0.0,0.992,0.0,0.0,"[[632   5]
 [  5   0]]",0.939
P37090,638,0.993,0.544,0.664,0.994,0.667,0.997,0.667,0.667,"[[630   2]
 [  2   4]]",0.679
P46075,634,0.66,0.199,0.137,0.808,0.247,0.89,0.247,0.247,"[[492  61]
 [ 61  20]]",0.893
Q87SR8,626,0.944,0.211,0.18,0.962,0.2,0.98,0.2,0.2,"[[599  12]
 [ 12   3]]",0.936
Q9Y5P4,624,0.517,0.037,-0.03,0.942,0.0,0.97,0.0,0.0,"[[588  18]
 [ 18   0]]",0.947
P06601,613,0.929,0.172,0.065,0.964,0.083,0.982,0.083,0.083,"[[590  11]
 [ 11   1]]",0.915
Q38846,613,0.797,0.186,0.113,0.879,0.178,0.935,0.178,0.178,"[[531  37]
 [ 37   8]]",0.906
D9SIP4,595,0.757,0.21,0.089,0.899,0.143,0.946,0.143,0.143,"[[530  30]
 [ 30   5]]",0.94
D3GUV9,576,0.933,0.525,0.482,0.965,0.5,0.982,0.5,0.5,"[[546  10]
 [ 10  10]]",0.872
P37173,567,0.699,0.055,0.073,0.965,0.091,0.982,0.091,0.091,"[[546  10]
 [ 10   1]]",0.908
Q9Y6K8,562,0.607,0.086,-0.081,0.851,0.0,0.919,0.0,0.0,"[[478  42]
 [ 42   0]]",0.925
P34913,555,0.524,0.03,-0.03,0.942,0.0,0.97,0.0,0.0,"[[523  16]
 [ 16   0]]",0.924
Q9BZE9,553,0.832,0.248,0.202,0.873,0.271,0.931,0.271,0.271,"[[470  35]
 [ 35  13]]",0.886
P02836,552,0.953,0.439,0.452,0.971,0.467,0.985,0.467,0.467,"[[529   8]
 [  8   7]]",0.914
Q5TKA1,542,0.773,0.143,-0.047,0.863,0.026,0.927,0.026,0.026,"[[467  37]
 [ 37   1]]",0.904
A0A109PTH9,528,0.631,0.037,-0.025,0.951,0.0,0.975,0.0,0.0,"[[502  13]
 [ 13   0]]",0.932
Q99593,518,0.819,0.108,0.079,0.938,0.111,0.968,0.111,0.111,"[[484  16]
 [ 16   2]]",0.938
Q9H0F5,515,0.947,0.204,-0.028,0.946,0.0,0.972,0.0,0.0,"[[487  14]
 [ 14   0]]",0.882
O69787,512,0.706,0.139,0.024,0.859,0.1,0.924,0.1,0.1,"[[436  36]
 [ 36   4]]",0.935
P11349,512,0.602,0.407,0.129,0.609,0.425,0.704,0.425,0.425,"[[238 100]
 [100  74]]",0.903
P15289,507,0.746,0.022,-0.01,0.98,0.0,0.99,0.0,0.0,"[[497   5]
 [  5   0]]",0.921
Q99FX5,496,0.617,0.017,-0.012,0.976,0.0,0.988,0.0,0.0,"[[484   6]
 [  6   0]]",0.916
P09167,493,0.62,0.165,0.082,0.809,0.19,0.892,0.19,0.19,"[[388  47]
 [ 47  11]]",0.904
O60016,490,0.583,0.023,-0.019,0.963,0.0,0.981,0.0,0.0,"[[472   9]
 [  9   0]]",0.914
P16778,487,0.908,0.084,-0.006,0.988,0.0,0.994,0.0,0.0,"[[481   3]
 [  3   0]]",0.894
Q9BZI7,483,0.952,0.478,0.43,0.946,0.458,0.972,0.458,0.458,"[[446  13]
 [ 13  11]]",0.941
Q5SM28,477,0.773,0.461,0.431,0.857,0.514,0.916,0.514,0.514,"[[373  34]
 [ 34  36]]",0.932
P17901,475,0.841,0.182,0.043,0.945,0.071,0.972,0.071,0.071,"[[448  13]
 [ 13   1]]",0.933
Q01786,466,0.589,0.005,-0.002,0.996,0.0,0.998,0.0,0.0,"[[464   1]
 [  1   0]]",0.921
Q15208,465,0.131,0.013,-0.022,0.957,0.0,0.978,0.0,0.0,"[[445  10]
 [ 10   0]]",0.962
Q16790,459,0.756,0.378,0.189,0.773,0.325,0.864,0.325,0.325,"[[330  52]
 [ 52  25]]",0.909
Q9H7Z6,458,0.572,0.164,0.074,0.777,0.203,0.871,0.203,0.203,"[[343  51]
 [ 51  13]]",0.898
B8HDZ1,445,0.787,0.662,0.39,0.717,0.613,0.777,0.613,0.613,"[[219  63]
 [ 63 100]]",0.829
Q7Z6B0,441,0.794,0.053,-0.021,0.959,0.0,0.979,0.0,0.0,"[[423   9]
 [  9   0]]",0.961
Q99538,433,0.889,0.354,0.258,0.898,0.312,0.945,0.312,0.312,"[[379  22]
 [ 22  10]]",0.91
P0A6H1,424,0.896,0.396,0.426,0.939,0.458,0.968,0.458,0.458,"[[387  13]
 [ 13  11]]",0.909
Q9XVS8,421,0.879,0.301,0.259,0.881,0.324,0.935,0.324,0.324,"[[359  25]
 [ 25  12]]",0.925
A3DBG4,419,0.511,0.047,-0.05,0.905,0.0,0.95,0.0,0.0,"[[379  20]
 [ 20   0]]",0.898
O14733,419,0.18,0.018,-0.029,0.943,0.0,0.971,0.0,0.0,"[[395  12]
 [ 12   0]]",0.907
Q4WQS0,406,0.908,0.19,0.227,0.956,0.25,0.977,0.25,0.25,"[[385   9]
 [  9   3]]",0.925
G4RIN4,401,0.666,0.09,0.069,0.92,0.111,0.958,0.111,0.111,"[[367  16]
 [ 16   2]]",0.925
P15529,392,0.617,0.054,-0.045,0.913,0.0,0.955,0.0,0.0,"[[358  17]
 [ 17   0]]",0.896
Q3U4G3,392,0.888,0.229,0.282,0.964,0.3,0.982,0.3,0.3,"[[375   7]
 [  7   3]]",0.912
O25175,389,0.466,0.044,-0.051,0.902,0.0,0.949,0.0,0.0,"[[351  19]
 [ 19   0]]",0.905
P49599,388,0.938,0.298,0.283,0.943,0.312,0.97,0.312,0.312,"[[361  11]
 [ 11   5]]",0.913
Q9M8R4,388,0.743,0.323,0.232,0.825,0.333,0.899,0.333,0.333,"[[303  34]
 [ 34  17]]",0.913
Q9S7E4,384,0.943,0.745,0.635,0.901,0.694,0.941,0.694,0.694,"[[303  19]
 [ 19  43]]",0.905
Q9BY41,377,0.722,0.415,0.292,0.751,0.453,0.838,0.453,0.453,"[[244  47]
 [ 47  39]]",0.895
Q84527,372,0.722,0.419,0.236,0.742,0.4,0.836,0.4,0.4,"[[244  48]
 [ 48  32]]",0.897
Q8IEW2,366,0.976,0.761,0.669,0.94,0.703,0.967,0.703,0.703,"[[318  11]
 [ 11  26]]",0.729
P36094,363,0.978,0.682,0.637,0.945,0.667,0.97,0.667,0.667,"[[323  10]
 [ 10  20]]",0.94
O29915,362,0.739,0.076,0.034,0.928,0.071,0.963,0.071,0.071,"[[335  13]
 [ 13   1]]",0.936
Q13351,362,0.63,0.053,-0.028,0.945,0.0,0.972,0.0,0.0,"[[342  10]
 [ 10   0]]",0.904
B3PDE5,360,0.528,0.045,-0.043,0.917,0.0,0.957,0.0,0.0,"[[330  15]
 [ 15   0]]",0.918
Q94IF5,348,0.665,0.038,-0.024,0.954,0.0,0.976,0.0,0.0,"[[332   8]
 [  8   0]]",0.949
Q6Q0J0,345,0.726,0.201,0.249,0.954,0.273,0.976,0.273,0.273,"[[326   8]
 [  8   3]]",0.941
Q5SMC7,342,0.416,0.023,-0.027,0.947,0.0,0.973,0.0,0.0,"[[324   9]
 [  9   0]]",0.936
O95400,341,0.639,0.114,0.02,0.848,0.103,0.917,0.103,0.103,"[[286  26]
 [ 26   3]]",0.903
C4YMW2,339,0.607,0.101,-0.056,0.835,0.034,0.91,0.034,0.034,"[[282  28]
 [ 28   1]]",0.92
Q8TBZ6,339,0.657,0.04,-0.024,0.953,0.0,0.976,0.0,0.0,"[[323   8]
 [  8   0]]",0.916
O95278,331,0.685,0.23,0.165,0.819,0.268,0.897,0.268,0.268,"[[260  30]
 [ 30  11]]",0.9
Q9NRQ2,329,0.587,0.034,-0.025,0.951,0.0,0.975,0.0,0.0,"[[313   8]
 [  8   0]]",0.898
G7K2D1,328,0.905,0.494,0.33,0.866,0.405,0.924,0.405,0.405,"[[269  22]
 [ 22  15]]",0.931
P77173,328,0.889,0.454,0.36,0.878,0.429,0.932,0.429,0.429,"[[273  20]
 [ 20  15]]",0.925
Q13227,327,0.903,0.236,0.05,0.896,0.105,0.945,0.105,0.105,"[[291  17]
 [ 17   2]]",0.956
Q9HV00,309,0.508,0.016,-0.013,0.974,0.0,0.987,0.0,0.0,"[[301   4]
 [  4   0]]",0.945
C9K1X5,307,0.893,0.47,0.391,0.896,0.448,0.942,0.448,0.448,"[[262  16]
 [ 16  13]]",0.924
A0QWG5,304,0.594,0.227,0.069,0.757,0.213,0.856,0.213,0.213,"[[220  37]
 [ 37  10]]",0.884
P20581,301,0.675,0.126,0.004,0.854,0.083,0.921,0.083,0.083,"[[255  22]
 [ 22   2]]",0.912
Q9UNP9,301,0.469,0.043,-0.042,0.92,0.0,0.958,0.0,0.0,"[[277  12]
 [ 12   0]]",0.914
Q47212,300,0.392,0.074,-0.058,0.827,0.037,0.905,0.037,0.037,"[[247  26]
 [ 26   1]]",0.9
P45379,298,0.781,0.239,0.005,0.779,0.132,0.873,0.132,0.132,"[[227  33]
 [ 33   5]]",0.888
O74986,294,0.575,0.012,-0.007,0.986,0.0,0.993,0.0,0.0,"[[290   2]
 [  2   0]]",0.98
Q9C8L4,294,0.826,0.391,0.291,0.83,0.39,0.901,0.39,0.39,"[[228  25]
 [ 25  16]]",0.89
Q4WF29,292,0.904,0.632,0.416,0.856,0.5,0.916,0.5,0.5,"[[229  21]
 [ 21  21]]",0.926
P06229,291,0.63,0.236,-0.0,0.698,0.185,0.814,0.185,0.185,"[[193  44]
 [ 44  10]]",0.859
C7MT25,287,0.913,0.479,0.469,0.909,0.519,0.95,0.519,0.519,"[[247  13]
 [ 13  14]]",0.915
P67087,286,0.692,0.437,0.334,0.79,0.464,0.87,0.464,0.464,"[[200  30]
 [ 30  26]]",0.904
P37551,285,0.713,0.344,0.166,0.726,0.339,0.827,0.339,0.339,"[[187  39]
 [ 39  20]]",0.922
V9P0A9,283,0.688,0.384,0.147,0.668,0.373,0.774,0.373,0.373,"[[161  47]
 [ 47  28]]",0.898
P11086,282,0.764,0.204,0.063,0.865,0.136,0.927,0.136,0.136,"[[241  19]
 [ 19   3]]",0.902
P29241,282,0.595,0.372,0.065,0.617,0.333,0.731,0.333,0.333,"[[147  54]
 [ 54  27]]",0.789
A0A223GEC9,274,0.689,0.289,0.027,0.701,0.212,0.815,0.212,0.212,"[[181  41]
 [ 41  11]]",0.896
Q9P7M3,271,0.259,0.059,-0.097,0.823,0.0,0.903,0.0,0.0,"[[223  24]
 [ 24   0]]",0.916
P13717,266,0.666,0.106,-0.081,0.85,0.0,0.919,0.0,0.0,"[[226  20]
 [ 20   0]]",0.934
P10746,265,0.395,0.035,-0.043,0.917,0.0,0.957,0.0,0.0,"[[243  11]
 [ 11   0]]",0.852
F6BCS4,263,0.85,0.693,0.484,0.764,0.667,0.818,0.667,0.667,"[[139  31]
 [ 31  62]]",0.904
Q8ZPX9,262,0.735,0.048,-0.023,0.954,0.0,0.977,0.0,0.0,"[[250   6]
 [  6   0]]",0.946
A0A010,260,0.813,0.703,0.419,0.762,0.587,0.832,0.587,0.587,"[[154  31]
 [ 31  44]]",0.877
O67757,248,0.656,0.476,0.182,0.718,0.364,0.819,0.364,0.364,"[[158  35]
 [ 35  20]]",0.86
Q0I165,236,0.956,0.596,0.459,0.924,0.5,0.959,0.5,0.5,"[[209   9]
 [  9   9]]",0.968
Q12163,236,0.899,0.78,0.691,0.924,0.735,0.955,0.735,0.735,"[[193   9]
 [  9  25]]",0.905
O69245,232,0.857,0.647,0.495,0.871,0.571,0.924,0.571,0.571,"[[182  15]
 [ 15  20]]",0.945
O74859,232,0.609,0.157,-0.072,0.759,0.067,0.861,0.067,0.067,"[[174  28]
 [ 28   2]]",0.906
P9WGX5,232,0.569,0.21,0.132,0.767,0.27,0.862,0.27,0.27,"[[168  27]
 [ 27  10]]",0.894
Q9XCC7,226,0.659,0.51,0.264,0.726,0.446,0.818,0.446,0.446,"[[139  31]
 [ 31  25]]",0.926
O25140,221,0.429,0.019,-0.018,0.964,0.0,0.982,0.0,0.0,"[[213   4]
 [  4   0]]",0.917
Q9BT30,221,0.75,0.314,0.285,0.882,0.35,0.935,0.35,0.35,"[[188  13]
 [ 13   7]]",0.927
A9CID8,217,0.872,0.681,0.591,0.889,0.657,0.934,0.657,0.657,"[[170  12]
 [ 12  23]]",0.91
Q8DWD0,217,0.939,0.702,0.532,0.908,0.583,0.948,0.583,0.583,"[[183  10]
 [ 10  14]]",0.919
P30014,215,0.719,0.669,0.305,0.656,0.619,0.686,0.619,0.619,"[[81 37]
 [37 60]]",0.869
Q8A336,214,0.839,0.475,0.427,0.85,0.515,0.912,0.515,0.515,"[[165  16]
 [ 16  17]]",0.931
Q9BQB4,213,0.803,0.076,-0.029,0.944,0.0,0.971,0.0,0.0,"[[201   6]
 [  6   0]]",0.931
D9PY12,212,0.836,0.517,0.443,0.84,0.541,0.903,0.541,0.541,"[[158  17]
 [ 17  20]]",0.928
Q12285,212,0.882,0.714,0.509,0.783,0.671,0.838,0.671,0.671,"[[119  23]
 [ 23  47]]",0.805
Q8VSD5,212,0.667,0.136,0.089,0.858,0.167,0.923,0.167,0.167,"[[179  15]
 [ 15   3]]",0.915
P31340,211,0.478,0.063,0.055,0.915,0.1,0.955,0.1,0.1,"[[192   9]
 [  9   1]]",0.936
P9WK15,210,0.684,0.446,0.157,0.667,0.386,0.771,0.386,0.386,"[[118  35]
 [ 35  22]]",0.907
Q88CM1,207,0.737,0.492,0.272,0.7,0.483,0.789,0.483,0.483,"[[116  31]
 [ 31  29]]",0.901
A0A1Z1F9L9,205,0.521,0.31,-0.074,0.551,0.246,0.681,0.246,0.246,"[[98 46]
 [46 15]]",0.847
Q8Y9T5,205,0.693,0.316,0.058,0.688,0.256,0.802,0.256,0.256,"[[130  32]
 [ 32  11]]",0.879
Q9BUH6,204,0.722,0.429,0.276,0.824,0.379,0.897,0.379,0.379,"[[157  18]
 [ 18  11]]",0.822
P40080,203,0.667,0.11,-0.086,0.842,0.0,0.914,0.0,0.0,"[[171  16]
 [ 16   0]]",0.933
D0VWS5,201,0.676,0.101,-0.063,0.881,0.0,0.937,0.0,0.0,"[[177  12]
 [ 12   0]]",0.935
P56162,201,0.877,0.447,0.439,0.891,0.5,0.939,0.5,0.5,"[[168  11]
 [ 11  11]]",0.937
O95147,198,0.829,0.065,-0.015,0.97,0.0,0.985,0.0,0.0,"[[192   3]
 [  3   0]]",0.905
O41136,197,0.663,0.137,0.048,0.858,0.125,0.923,0.125,0.125,"[[167  14]
 [ 14   2]]",0.806
Q93RS6,190,0.528,0.148,-0.024,0.842,0.062,0.914,0.062,0.062,"[[159  15]
 [ 15   1]]",0.886
O75223,188,0.68,0.176,0.105,0.83,0.2,0.905,0.2,0.2,"[[152  16]
 [ 16   4]]",0.911
Q9NY25,188,0.745,0.433,0.143,0.649,0.389,0.754,0.389,0.389,"[[101  33]
 [ 33  21]]",0.776
P40029,184,0.737,0.163,0.048,0.902,0.1,0.948,0.1,0.1,"[[165   9]
 [  9   1]]",0.931
P22629,183,0.875,0.895,0.54,0.77,0.781,0.759,0.781,0.781,"[[66 21]
 [21 75]]",0.89
O25094,180,0.795,0.534,0.354,0.789,0.486,0.867,0.486,0.486,"[[124  19]
 [ 19  18]]",0.917
O00762,179,0.837,0.291,0.235,0.855,0.316,0.919,0.316,0.316,"[[147  13]
 [ 13   6]]",0.934
O60888,179,0.907,0.824,0.534,0.81,0.667,0.867,0.667,0.667,"[[111  17]
 [ 17  34]]",0.917
Q87W03,179,0.714,0.329,0.28,0.821,0.385,0.895,0.385,0.385,"[[137  16]
 [ 16  10]]",0.914
P9WQB5,177,0.694,0.601,0.288,0.684,0.525,0.763,0.525,0.525,"[[90 28]
 [28 31]]",0.929
O07747,176,0.919,0.534,0.587,0.92,0.632,0.955,0.632,0.632,"[[150   7]
 [  7  12]]",0.886
Q55554,167,0.789,0.375,0.226,0.796,0.346,0.879,0.346,0.346,"[[124  17]
 [ 17   9]]",0.951
P01180,166,0.722,0.401,0.246,0.771,0.387,0.859,0.387,0.387,"[[116  19]
 [ 19  12]]",0.854
P16048,165,0.887,0.505,0.475,0.903,0.529,0.946,0.529,0.529,"[[140   8]
 [  8   9]]",0.958
Q7VYH2,160,0.449,0.387,-0.007,0.525,0.377,0.616,0.377,0.377,"[[61 38]
 [38 23]]",0.861
P23657,157,0.803,0.694,0.437,0.732,0.656,0.781,0.656,0.656,"[[75 21]
 [21 40]]",0.895
Q4KC91,156,0.71,0.276,0.114,0.769,0.25,0.864,0.25,0.25,"[[114  18]
 [ 18   6]]",0.9
P40515,155,0.81,0.485,0.385,0.781,0.528,0.857,0.528,0.528,"[[102  17]
 [ 17  19]]",0.919
Q57221,151,0.737,0.273,0.157,0.815,0.263,0.894,0.263,0.263,"[[118  14]
 [ 14   5]]",0.923
Q98IZ3,150,0.834,0.629,0.444,0.813,0.562,0.881,0.562,0.562,"[[104  14]
 [ 14  18]]",0.904
O33283,149,0.716,0.583,0.377,0.772,0.528,0.85,0.528,0.528,"[[96 17]
 [17 19]]",0.908
O31511,147,0.853,0.73,0.546,0.81,0.682,0.864,0.682,0.682,"[[89 14]
 [14 30]]",0.915
Q8XI95,147,0.804,0.52,0.281,0.755,0.438,0.843,0.438,0.438,"[[97 18]
 [18 14]]",0.874
Q9HU04,147,0.827,0.822,0.576,0.81,0.72,0.856,0.72,0.72,"[[83 14]
 [14 36]]",0.906
Q9HYC4,145,0.761,0.214,0.087,0.821,0.188,0.899,0.188,0.188,"[[116  13]
 [ 13   3]]",0.924
F9USS0,144,0.839,0.422,0.331,0.833,0.429,0.902,0.429,0.429,"[[111  12]
 [ 12   9]]",0.926
Q3YPH0,143,0.567,0.136,0.069,0.846,0.154,0.915,0.154,0.154,"[[119  11]
 [ 11   2]]",0.927
Q5LEL2,143,0.661,0.246,0.163,0.79,0.286,0.877,0.286,0.286,"[[107  15]
 [ 15   6]]",0.929
Q9JYH5,143,0.898,0.815,0.512,0.776,0.686,0.826,0.686,0.686,"[[76 16]
 [16 35]]",0.908
Q24570,138,0.889,0.204,-0.053,0.899,0.0,0.947,0.0,0.0,"[[124   7]
 [  7   0]]",0.858
Q8ZVX8,138,0.765,0.717,0.383,0.71,0.615,0.767,0.615,0.615,"[[66 20]
 [20 32]]",0.897
Q9I380,135,0.628,0.389,0.032,0.615,0.297,0.735,0.297,0.297,"[[72 26]
 [26 11]]",0.917
P38877,133,0.559,0.664,-0.04,0.489,0.547,0.414,0.547,0.547,"[[24 34]
 [34 41]]",0.931
P51460,131,0.941,0.753,0.682,0.878,0.765,0.918,0.765,0.765,"[[89  8]
 [ 8 26]]",0.876
Q663P0,130,0.713,0.026,-0.008,0.985,0.0,0.992,0.0,0.0,"[[128   1]
 [  1   0]]",0.959
B2TEV0,129,0.766,0.667,0.42,0.736,0.622,0.798,0.622,0.622,"[[67 17]
 [17 28]]",0.926
P13081,126,0.754,0.601,0.37,0.794,0.5,0.87,0.5,0.5,"[[87 13]
 [13 13]]",0.921
O68196,125,0.88,0.704,0.54,0.84,0.643,0.897,0.643,0.643,"[[87 10]
 [10 18]]",0.92
A1JSR8,120,0.633,0.467,0.239,0.65,0.512,0.727,0.512,0.512,"[[56 21]
 [21 22]]",0.919
A9CIG0,116,0.791,0.04,-0.009,0.983,0.0,0.991,0.0,0.0,"[[114   1]
 [  1   0]]",0.956
Q53VW9,116,0.593,0.746,0.132,0.603,0.693,0.439,0.693,0.693,"[[18 23]
 [23 52]]",0.916
A0A0H3JPM4,114,0.9,0.481,0.452,0.912,0.5,0.952,0.5,0.5,"[[99  5]
 [ 5  5]]",0.902
Q9RHG4,114,0.782,0.852,0.424,0.772,0.843,0.581,0.843,0.843,"[[18 13]
 [13 70]]",0.862
Q8ML92,106,0.85,0.644,0.562,0.906,0.615,0.946,0.615,0.615,"[[88  5]
 [ 5  8]]",0.913
Q00459,103,0.557,0.487,0.068,0.553,0.439,0.629,0.439,0.439,"[[39 23]
 [23 18]]",0.925
Q47785,103,0.588,0.483,0.146,0.612,0.444,0.701,0.444,0.444,"[[47 20]
 [20 16]]",0.921
Q5LAZ3,99,0.794,0.472,0.396,0.798,0.524,0.872,0.524,0.524,"[[68 10]
 [10 11]]",0.916
Q6MX18,97,0.574,0.477,0.206,0.608,0.558,0.648,0.558,0.558,"[[35 19]
 [19 24]]",0.921
P78556,96,0.585,0.259,-0.029,0.625,0.217,0.753,0.217,0.217,"[[55 18]
 [18  5]]",0.938
Q5W1E8,96,0.853,0.729,0.543,0.833,0.652,0.89,0.652,0.652,"[[65  8]
 [ 8 15]]",0.916
F7YBW8,93,0.418,0.279,-0.132,0.505,0.233,0.635,0.233,0.233,"[[40 23]
 [23  7]]",0.949
O43504,91,0.722,0.749,0.384,0.692,0.682,0.702,0.682,0.682,"[[33 14]
 [14 30]]",0.904
L7N6F8,90,0.856,0.442,0.42,0.822,0.529,0.89,0.529,0.529,"[[65  8]
 [ 8  9]]",0.866
Q89VT6,90,0.907,0.597,0.52,0.867,0.6,0.92,0.6,0.6,"[[69  6]
 [ 6  9]]",0.887
A0QP50,87,0.765,0.832,0.384,0.701,0.745,0.639,0.745,0.745,"[[23 13]
 [13 38]]",0.926
Q1MVD4,82,0.676,0.667,0.219,0.61,0.6,0.619,0.6,0.6,"[[26 16]
 [16 24]]",0.908
P41784,80,0.639,0.767,0.189,0.625,0.706,0.483,0.706,0.706,"[[14 15]
 [15 36]]",0.89
Q889N2,80,0.787,0.758,0.381,0.7,0.636,0.745,0.636,0.636,"[[35 12]
 [12 21]]",0.898
Q7Y5B1,78,0.547,0.358,0.126,0.667,0.35,0.776,0.35,0.35,"[[45 13]
 [13  7]]",0.924
Q6Q546,73,0.758,0.403,0.358,0.836,0.455,0.903,0.455,0.455,"[[56  6]
 [ 6  5]]",0.944
P54494,71,0.673,0.304,0.021,0.69,0.214,0.807,0.214,0.214,"[[46 11]
 [11  3]]",0.933
